CONCATENADO,TEXTO,CE_GESTOR,TIPO_PROYECTOS,NOMBRE PROYECTO,CLASIF_RED_1,CLASIF_RED_2,RESPONSABLE EA
450062083910,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062083920,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062083930,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062105210,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Adecuaciones energía en sitios,RF,Adecuaciones energía en sitios,JORGE
450062105220,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Adecuaciones energía en sitios,RF,Adecuaciones energía en sitios,JORGE
450062105230,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Adecuaciones energía en sitios,RF,Adecuaciones energía en sitios,JORGE
450062105240,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Adecuaciones energía en sitios,RF,Adecuaciones energía en sitios,JORGE
450062105250,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062105260,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062105270,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062115510,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062115520,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062115530,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062120710,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_IPEXT,MW ACCESO,Modernización MW Ultima Milla,Transmision,Modernización MW Ultima Milla,JENNY
450062120720,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_IPEXT,MW ACCESO,Modernización MW Ultima Milla,Transmision,Modernización MW Ultima Milla,JENNY
450062120730,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_IPEXT,MW ACCESO,Modernización MW Ultima Milla,Transmision,Modernización MW Ultima Milla,JENNY
450062188310,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062188320,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062188330,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062188340,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062196810,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062196820,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062196830,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062206420,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062206430,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
4500622329160,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622329150,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622329140,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062232930,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062232910,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622330210,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622330200,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622330190,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622330180,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622330170,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622330160,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622330150,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622330140,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622330130,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622330120,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622330110,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500622330100,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062233090,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062233080,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062233070,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062233060,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062233050,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062233040,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062233030,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062233020,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062233010,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062233140,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062233130,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062233110,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062420760,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062420750,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062420740,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062420730,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062420720,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062420710,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062449780,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062449770,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062449760,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062449750,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062449730,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062449840,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062449830,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062449820,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062449810,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
4500624565190,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062456570,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626714150,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
4500626714140,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
4500626714130,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
4500626714120,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
4500626714110,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
4500626714100,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062671490,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062671480,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062671470,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062671460,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062671450,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062671440,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062671430,IMPLEMENTACIÓN ENLACE MICROONDAS        ,RED_CONS,MW ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062671420,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062671410,IMPLEMENTACIÓN TI SINGLE RAN 3G/4G      ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062505150,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062505140,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062505130,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062505120,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062505110,OBRA CIVIL SITIOS TECNICOS              ,RED_CONS,SITIOS NUEVOS (ACCESO),Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,JHORDAN
450062771540,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
450062771510,AUMENTO DE CARGA ELECTRICA              ,RED_IMP,OTROS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,JORGE
4500627223200,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500627223190,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500627223180,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500627223170,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500627223160,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500627223150,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500627223140,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500627223130,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500627223120,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500627223110,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500627223100,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062722390,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062722380,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062722370,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062722360,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062722350,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062722340,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062722330,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062722320,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062722310,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500627506160,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
4500627506150,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
4500627506140,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
4500627506130,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
4500627506120,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
4500627506110,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
4500627506100,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062750690,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062750670,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062750640,IMPLEMENTACION CELL SITE ROUTER         ,RED_CONS,IP ACCESO,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062750630,IMPLEMENTACIÓN PLANTA EXTERNA FO NODO B ,RED_CONS,FO ACCESOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062750620,INSTALACION GABINETE TX                 ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
450062750610,IMPLEMENTACIÓN TI SINGLE RAN 2G/3G/4G   ,RED_CONS,SITIOS NUEVOS,Sitios Nuevos Macro y Regulatorios,RF,Sitios Nuevos Macro y Regulatorios,DEMETRIO
4500626519360,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519350,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519340,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519330,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519320,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519310,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519300,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519290,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519280,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519270,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519260,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519250,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519240,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519230,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519220,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519210,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519200,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519190,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519180,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519170,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519160,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519150,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519140,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519130,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519120,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519110,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
4500626519100,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062651990,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062651980,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
450062651970,IMPLEMENTACIÓN DE ENODO B LTE           ,RED_IMP,BASEBANDS,Ampliacion de Capacidad,RF,Ampliacion de Capacidad,ANGGIE
